interval;average.steps
1;0;1.71698113207547
2;5;0.339622641509434
3;10;0.132075471698113
4;15;0.150943396226415
5;20;0.0754716981132075
6;25;2.09433962264151
7;30;0.528301886792453
8;35;0.867924528301887
9;40;0
10;45;1.47169811320755
11;50;0.30188679245283
12;55;0.132075471698113
13;100;0.320754716981132
14;105;0.679245283018868
15;110;0.150943396226415
16;115;0.339622641509434
17;120;0
18;125;1.11320754716981
19;130;1.83018867924528
20;135;0.169811320754717
21;140;0.169811320754717
22;145;0.377358490566038
23;150;0.264150943396226
24;155;0
25;200;0
26;205;0
27;210;1.13207547169811
28;215;0
29;220;0
30;225;0.132075471698113
31;230;0
32;235;0.226415094339623
33;240;0
34;245;0
35;250;1.54716981132075
36;255;0.943396226415094
37;300;0
38;305;0
39;310;0
40;315;0
41;320;0.207547169811321
42;325;0.622641509433962
43;330;1.62264150943396
44;335;0.584905660377358
45;340;0.490566037735849
46;345;0.0754716981132075
47;350;0
48;355;0
49;400;1.18867924528302
50;405;0.943396226415094
51;410;2.56603773584906
52;415;0
53;420;0.339622641509434
54;425;0.358490566037736
55;430;4.11320754716981
56;435;0.660377358490566
57;440;3.49056603773585
58;445;0.830188679245283
59;450;3.11320754716981
60;455;1.11320754716981
61;500;0
62;505;1.56603773584906
63;510;3
64;515;2.24528301886792
65;520;3.32075471698113
66;525;2.9622641509434
67;530;2.09433962264151
68;535;6.05660377358491
69;540;16.0188679245283
70;545;18.3396226415094
71;550;39.4528301886792
72;555;44.4905660377358
73;600;31.4905660377358
74;605;49.2641509433962
75;610;53.7735849056604
76;615;63.4528301886792
77;620;49.9622641509434
78;625;47.0754716981132
79;630;52.1509433962264
80;635;39.3396226415094
81;640;44.0188679245283
82;645;44.1698113207547
83;650;37.3584905660377
84;655;49.0377358490566
85;700;43.811320754717
86;705;44.377358490566
87;710;50.5094339622642
88;715;54.5094339622642
89;720;49.9245283018868
90;725;50.9811320754717
91;730;55.6792452830189
92;735;44.3207547169811
93;740;52.2641509433962
94;745;69.5471698113208
95;750;57.8490566037736
96;755;56.1509433962264
97;800;73.377358490566
98;805;68.2075471698113
99;810;129.433962264151
100;815;157.528301886792
101;820;171.150943396226
102;825;155.396226415094
103;830;177.301886792453
104;835;206.169811320755
105;840;195.924528301887
106;845;179.566037735849
107;850;183.396226415094
108;855;167.018867924528
109;900;143.452830188679
110;905;124.037735849057
111;910;109.11320754717
112;915;108.11320754717
113;920;103.716981132075
114;925;95.9622641509434
115;930;66.2075471698113
116;935;45.2264150943396
117;940;24.7924528301887
118;945;38.7547169811321
119;950;34.9811320754717
120;955;21.0566037735849
121;1000;40.5660377358491
122;1005;26.9811320754717
123;1010;42.4150943396226
124;1015;52.6603773584906
125;1020;38.9245283018868
126;1025;50.7924528301887
127;1030;44.2830188679245
128;1035;37.4150943396226
129;1040;34.6981132075472
130;1045;28.3396226415094
131;1050;25.0943396226415
132;1055;31.9433962264151
133;1100;31.3584905660377
134;1105;29.6792452830189
135;1110;21.3207547169811
136;1115;25.5471698113208
137;1120;28.377358490566
138;1125;26.4716981132075
139;1130;33.4339622641509
140;1135;49.9811320754717
141;1140;42.0377358490566
142;1145;44.6037735849057
143;1150;46.0377358490566
144;1155;59.188679245283
145;1200;63.8679245283019
146;1205;87.6981132075472
147;1210;94.8490566037736
148;1215;92.7735849056604
149;1220;63.3962264150943
150;1225;50.1698113207547
151;1230;54.4716981132075
152;1235;32.4150943396226
153;1240;26.5283018867925
154;1245;37.7358490566038
155;1250;45.0566037735849
156;1255;67.2830188679245
157;1300;42.3396226415094
158;1305;39.8867924528302
159;1310;43.2641509433962
160;1315;40.9811320754717
161;1320;46.2452830188679
162;1325;56.4339622641509
163;1330;42.7547169811321
164;1335;25.1320754716981
165;1340;39.9622641509434
166;1345;53.5471698113208
167;1350;47.3207547169811
168;1355;60.811320754717
169;1400;55.7547169811321
170;1405;51.9622641509434
171;1410;43.5849056603774
172;1415;48.6981132075472
173;1420;35.4716981132075
174;1425;37.5471698113208
175;1430;41.8490566037736
176;1435;27.5094339622642
177;1440;17.1132075471698
178;1445;26.0754716981132
179;1450;43.622641509434
180;1455;43.7735849056604
181;1500;30.0188679245283
182;1505;36.0754716981132
183;1510;35.4905660377358
184;1515;38.8490566037736
185;1520;45.9622641509434
186;1525;47.7547169811321
187;1530;48.1320754716981
188;1535;65.3207547169811
189;1540;82.9056603773585
190;1545;98.6603773584906
191;1550;102.11320754717
192;1555;83.9622641509434
193;1600;62.1320754716981
194;1605;64.1320754716981
195;1610;74.5471698113208
196;1615;63.1698113207547
197;1620;56.9056603773585
198;1625;59.7735849056604
199;1630;43.8679245283019
200;1635;38.5660377358491
201;1640;44.6603773584906
202;1645;45.4528301886792
203;1650;46.2075471698113
204;1655;43.6792452830189
205;1700;46.622641509434
206;1705;56.3018867924528
207;1710;50.7169811320755
208;1715;61.2264150943396
209;1720;72.7169811320755
210;1725;78.9433962264151
211;1730;68.9433962264151
212;1735;59.6603773584906
213;1740;75.0943396226415
214;1745;56.5094339622642
215;1750;34.7735849056604
216;1755;37.4528301886792
217;1800;40.6792452830189
218;1805;58.0188679245283
219;1810;74.6981132075472
220;1815;85.3207547169811
221;1820;59.2641509433962
222;1825;67.7735849056604
223;1830;77.6981132075472
224;1835;74.2452830188679
225;1840;85.3396226415094
226;1845;99.4528301886792
227;1850;86.5849056603774
228;1855;85.6037735849057
229;1900;84.8679245283019
230;1905;77.8301886792453
231;1910;58.0377358490566
232;1915;53.3584905660377
233;1920;36.3207547169811
234;1925;20.7169811320755
235;1930;27.3962264150943
236;1935;40.0188679245283
237;1940;30.2075471698113
238;1945;25.5471698113208
239;1950;45.6603773584906
240;1955;33.5283018867925
241;2000;19.622641509434
242;2005;19.0188679245283
243;2010;19.3396226415094
244;2015;33.3396226415094
245;2020;26.811320754717
246;2025;21.1698113207547
247;2030;27.3018867924528
248;2035;21.3396226415094
249;2040;19.5471698113208
250;2045;21.3207547169811
251;2050;32.3018867924528
252;2055;20.1509433962264
253;2100;15.9433962264151
254;2105;17.2264150943396
255;2110;23.4528301886792
256;2115;19.2452830188679
257;2120;12.4528301886792
258;2125;8.0188679245283
259;2130;14.6603773584906
260;2135;16.3018867924528
261;2140;8.67924528301887
262;2145;7.79245283018868
263;2150;8.13207547169811
264;2155;2.62264150943396
265;2200;1.45283018867925
266;2205;3.67924528301887
267;2210;4.81132075471698
268;2215;8.50943396226415
269;2220;7.07547169811321
270;2225;8.69811320754717
271;2230;9.75471698113208
272;2235;2.20754716981132
273;2240;0.320754716981132
274;2245;0.113207547169811
275;2250;1.60377358490566
276;2255;4.60377358490566
277;2300;3.30188679245283
278;2305;2.84905660377358
279;2310;0
280;2315;0.830188679245283
281;2320;0.962264150943396
282;2325;1.58490566037736
283;2330;2.60377358490566
284;2335;4.69811320754717
285;2340;3.30188679245283
286;2345;0.641509433962264
287;2350;0.226415094339623
288;2355;1.07547169811321
